incidentType,incidentBeginDate,state
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-01T11:30:00.000Z,MT
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-01T11:30:00.000Z,MT
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-01T11:30:00.000Z,MT
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-01T11:30:00.000Z,MT
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-05-30T00:00:00.000Z,IN
Severe Storm(s),2008-06-05T20:15:00.000Z,WI
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-06-03T00:00:00.000Z,WV
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,NE
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-06T20:00:00.000Z,MN
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-06T20:00:00.000Z,MN
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-06T20:00:00.000Z,MN
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-06T20:00:00.000Z,MN
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-06T20:00:00.000Z,MN
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-06T20:00:00.000Z,MN
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T08:00:00.000Z,IL
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-01T00:00:00.000Z,MO
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-02T11:00:00.000Z,SD
Severe Storm(s),2008-06-03T00:00:00.000Z,OK
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Severe Storm(s),2008-06-27T16:00:00.000Z,NE
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Hurricane,2008-07-22T00:00:00.000Z,TX
Flood,2008-05-15T11:00:00.000Z,ID
Severe Storm(s),2008-07-18T00:00:00.000Z,VT
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Hurricane,2008-07-22T00:00:00.000Z,TX
Hurricane,2008-07-22T00:00:00.000Z,TX
Hurricane,2008-07-22T00:00:00.000Z,TX
Hurricane,2008-07-22T00:00:00.000Z,TX
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Severe Storm(s),2008-06-27T16:00:00.000Z,NE
Hurricane,2008-07-22T00:00:00.000Z,TX
Severe Storm(s),2008-07-26T00:00:00.000Z,NM
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Hurricane,2008-07-22T00:00:00.000Z,TX
Hurricane,2008-07-22T00:00:00.000Z,TX
Severe Storm(s),2008-07-18T00:00:00.000Z,VT
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-27T16:00:00.000Z,NE
Hurricane,2008-07-22T00:00:00.000Z,TX
Severe Storm(s),2008-07-24T00:00:00.000Z,NH
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Severe Storm(s),2008-06-14T00:00:00.000Z,VT
Hurricane,2008-07-22T00:00:00.000Z,TX
Severe Storm(s),2008-07-24T00:00:00.000Z,NH
Hurricane,2008-07-22T00:00:00.000Z,TX
Flood,2008-05-15T11:00:00.000Z,ID
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Hurricane,2008-07-22T00:00:00.000Z,TX
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-07-24T00:00:00.000Z,NH
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Hurricane,2008-07-22T00:00:00.000Z,TX
Hurricane,2008-07-22T00:00:00.000Z,TX
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Hurricane,2008-07-22T00:00:00.000Z,TX
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-27T16:00:00.000Z,NE
Severe Storm(s),2008-07-26T00:00:00.000Z,NM
Severe Storm(s),2008-07-24T00:00:00.000Z,NH
Severe Storm(s),2008-06-06T00:00:00.000Z,MI
Hurricane,2008-07-22T00:00:00.000Z,TX
Severe Storm(s),2008-05-22T00:00:00.000Z,KS
Severe Storm(s),2008-06-14T00:00:00.000Z,VT
Severe Storm(s),2008-07-24T00:00:00.000Z,NH
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-07-18T00:00:00.000Z,VT
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Severe Storm(s),2008-08-18T09:00:00.000Z,FL
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
Hurricane,2008-09-01T00:00:00.000Z,LA
